575	914979	0.004896921
575	1826449	0.005487487
575	699935	0.0065447525
575	361629	0.010925427
575	1683586	0.010925427
575	1977492	0.012697217
575	1891332	0.014707204
575	656317	0.018104782
575	517987	0.026543956
575	1766051	0.03362086
575	1828312	0.0348134
575	1400466	0.037661634
575	331651	0.042808995
575	1091086	0.05831432
575	1091929	0.0049209767
575	1056929	0.0046333526
575	542496	0.0047417656
575	125776	0.004767772
575	1359317	0.004850879
575	1722408	0.0048908526
2231	2287391	0.16854103
2231	113057	0.2025661
2231	1752463	0.207665
2231	286522	0.21427776
2231	1970740	0.22101313
2231	1570036	0.17649049
2231	2089202	0.12610912
2231	1625306	0.12647456
2231	887267	0.12761085
2231	1698775	0.12980154
2231	735572	0.13175046
2231	339354	0.13715446
2231	1219048	0.13742809
2231	275399	0.13755834
2231	1402490	0.13969983
2231	2107862	0.1437756
2231	1272217	0.15039775
2231	586941	0.15457198
2231	2288654	0.15671873
2231	893068	0.15802594
2279	2122513	0.023988856
2279	873773	0.037941944
2279	1996940	0.022768183
2279	183319	0.035600066
2279	672007	0.02811854
2279	117869	0.022663971
2279	1245454	0.034828864
2279	419980	0.024716306
2279	1893344	0.02436837
2279	2008847	0.037845988
2279	1755600	0.037802793
2279	2182877	0.03845818
2279	660515	0.03833878
2279	1322014	0.03952503
2279	1973183	0.037912942
2279	1599367	0.03961752
2279	896174	0.03787708
2279	504232	0.03757181
2279	1310753	0.038356718
2279	800189	0.03801142
2402	1286363	0.0063887397
2402	1985164	0.0064249244
2402	968629	0.0064554447
2402	294479	0.006469852
2402	1095147	0.0064751403
2402	2058943	0.006487527
2402	1273445	0.0065217437
2402	945094	0.006524483
2402	797360	0.006562269
2402	1373569	0.0064136735
2402	2264365	0.0039158044
2402	274302	0.0041900706
2402	690832	0.0046902476
2402	2198666	0.004787732
2402	1756516	0.004793493
2402	323955	0.004937224
2402	967868	0.0056139007
2402	205370	0.0058509656
2402	2312335	0.005967965
2402	460197	0.0061642993
2480	2302941	0.0053838417
2480	2129974	0.0050602327
2480	343717	0.006404184
2480	587432	0.0064301356
2480	471885	0.0062602293
2480	413333	0.0065217437
2883	294352	0.002025452
2883	1395498	0.003910667
2883	753876	0.0040678983
2883	1475028	0.0057161064
2883	1685403	0.006070945
2883	141114	0.0063107456
2883	1113275	0.0063952277
2883	670161	0.0064094886
2883	171357	0.0064765797
2883	874979	0.00648573
2883	1392076	0.006562269
2883	1159479	0.0155200735
2883	683001	0.0155200735
2883	581674	0.01793822
2883	1508745	0.018104432
2883	550456	0.003509854
2883	1654941	0.001724935
3243	2107730	0.0486597
3243	1677349	0.049224094
3243	796985	0.038727652
3243	2052691	0.038827416
3243	953712	0.0389426
3243	2015772	0.03901271
3243	1352822	0.03916859
3243	2007195	0.03935871
3243	167512	0.039902475
3243	583645	0.040355515
3243	296963	0.041008793
3243	2120836	0.041465193
3243	1516799	0.042286035
3243	857289	0.04277511
3243	1772082	0.043039367
3243	511626	0.043647155
3243	233607	0.043902908
3243	2057633	0.046022423
3243	899317	0.046928227
3243	592565	0.04860786
3349	283140	0.049937718
3349	954384	0.02191974
3349	1971815	0.022269988
3349	1442388	0.023208022
3349	1912917	0.024101235
3349	931472	0.024138112
3349	449648	0.02419325
3349	509030	0.026701333
3349	268556	0.02736095
3349	89937	0.027472867
3349	545062	0.028753046
3349	885048	0.029289259
3349	1113823	0.030225098
3349	1658610	0.030653814
3349	1598895	0.030979922
3349	157006	0.03223325
3349	537856	0.03241461
3349	1817348	0.033648204
3349	1248860	0.041637614
3349	2045947	0.043750003
3629	1878029	0.018289635
3629	969171	0.016974457
3629	1101764	0.022487769
3629	921539	0.017386626
3629	1093852	0.017752698
3629	1252817	0.017278593
3629	86725	0.021836648
3629	2190795	0.02061483
3629	686916	0.025034966
3629	2069279	0.023522262
3629	2119032	0.020464983
3629	997188	0.025882114
3629	891811	0.023938546
3629	1106775	0.031801376
3629	34603	0.021394001
3629	525007	0.030863583
3629	1167519	0.051651105
3629	251020	0.026501022
3629	1177	0.024696218
3629	2146999	0.033644218
3653	1498887	0.012055464
3653	1691411	0.037021957
3653	1316892	0.028575078
3653	1628841	0.021344788
3653	2011307	0.018032707
3653	2246769	0.017456397
3653	404471	0.016927654
3653	827777	0.0155200735
3653	987477	0.012697217
3653	1296364	0.012676369
3653	1871508	0.012526762
3653	1451268	0.012272076
3653	618071	0.011873137
3653	1007864	0.011713089
3653	700474	0.011688838
3653	1116023	0.011114136
3653	1665100	0.009701701
3653	927809	0.006912944
3653	1156588	0.006562269
3653	1893146	0.005955581
3824	1596012	0.0155200735
3824	1706316	0.015507353
3824	927809	0.0053819846
4119	30956	0.03396876
4119	423304	0.03572527
4119	1396193	0.0850263
4119	285472	0.033655178
4119	1397384	0.0474126
4119	2185703	0.048135333
4119	1349374	0.034090854
4119	862995	0.029117957
4119	1497090	0.029393794
4119	519305	0.030318294
4119	1259486	0.028902363
4119	2167326	0.02933643
4119	830470	0.030080648
4119	1895317	0.03278041
4119	1868200	0.032625303
4119	1609739	0.029799806
4119	1186327	0.02935546
4119	807112	0.030995734
4119	263989	0.031587943
4119	737166	0.029271785
4472	312796	0.024303216
4472	1977373	0.028118229
4472	275992	0.030555138
4472	824384	0.029491624
4472	1540500	0.02471697
4472	824969	0.030686198
4472	584989	0.028941525
4472	101868	0.022743242
4472	819986	0.0155200735
4472	583882	0.028730502
4472	339934	0.030636251
4472	2125723	0.030555075
4472	2162338	0.02956316
4472	976193	0.018149205
4472	453476	0.026060995
4472	1889737	0.026398508
4472	1382440	0.030734414
4472	2100075	0.020439057
4472	1940655	0.030604934
4472	1274082	0.024859581
6163	375134	0.01637801
6163	201177	0.016688248
6163	1675895	0.016481847
6163	821950	0.016602313
6163	983983	0.022828778
6163	2271539	0.016837753
6163	1264098	0.016329624
6163	980902	0.016440278
6163	1264099	0.016837753
6163	675160	0.018971505
6163	1781958	0.017543998
6163	848570	0.016352348
6163	388152	0.016664011
6163	509268	0.026005188
6163	744199	0.017471178
6163	1020413	0.016481403
6163	137569	0.037759997
6163	1252347	0.04367416
6163	1590691	0.019121524
6163	1760741	0.03922255
6355	612863	0.0063684285
6355	1818991	0.006292845
6355	1172944	0.006018494
6355	2126948	0.006335709
6355	1426742	0.0064117494
6355	879682	0.006207399
6355	1547324	0.0064419527
8427	878798	0.050672866
8427	1823738	0.03990535
8427	355202	0.042125255
8427	2212461	0.041405015
8427	566588	0.040636536
8427	1978779	0.042471327
8427	308036	0.040914357
8427	1031979	0.042111937
8427	1046554	0.04466864
8427	1458774	0.040393915
8427	504851	0.044227164
8427	932171	0.045452103
8427	1842413	0.04516931
8427	876732	0.040814992
8427	1133169	0.04212211
8427	2270649	0.042818647
8427	1324968	0.047430523
8427	592565	0.04059431
8427	2140248	0.039910313
8427	236102	0.042164188
9124	1349374	0.041848708
9124	525541	0.04070749
9124	30956	0.0462223
9124	1396193	0.044193964
9124	1991879	0.04154791
9124	1860857	0.04057076
9124	285472	0.045861084
9124	615533	0.045441963
9124	2185703	0.04732835
9124	1062077	0.041883834
9124	1283006	0.049814977
9124	746630	0.040596772
9124	697748	0.04185834
9124	1094555	0.04644183
9124	2207518	0.04447718
9124	1609739	0.040664442
9124	737166	0.04372604
9124	1026102	0.04891475
9124	78608	0.040828694
9124	887267	0.043003056
9335	1751480	0.0012655754
9335	858652	0.02109191
9335	1918843	0.010518151
9335	1107866	0.012697217
9335	1984220	0.06999909
9335	1634038	0.060272474
9335	1238222	0.017958278
9335	1826685	0.016196167
9335	1332675	0.017376035
9335	917024	0.006562269
9335	1804505	0.0065406226
9335	2287849	0.007285531
9335	1468372	0.029507153
9335	1482371	0.032170713
9335	1908897	0.012259004
9335	376251	0.004849591
9335	571379	0.02633068
10083	270429	0.020521067
10083	1597477	0.0042137834
10083	1654941	0.004116672
10083	1333080	0.0185198
10083	2198155	0.0034650818
10083	347736	0.022097554
10083	1945553	0.0048481766
10083	669140	0.0037989796
10083	1611221	0.01804657
10083	1611816	0.0044944
10083	1620791	0.004613373
10083	957274	7.530001E-4
10083	1927277	0.0043681944
10083	884647	0.0021998512
10083	2296000	0.0046649394
10083	336149	0.019997118
10083	2260973	0.0022297269
11112	962729	0.010483126
11112	531695	0.010961948
11112	2128833	0.011046105
11112	1568456	0.011332831
11112	1544533	0.012346862
11112	1002081	0.011795251
11112	1591516	0.012168809
11112	1338860	0.011338227
11112	1014441	0.013214938
11112	2120544	0.013804164
11112	676604	0.013834095
11112	2299224	0.011551604
11112	825572	0.014469244
11112	1251521	0.014574595
11112	524049	0.01649529
11112	583612	0.015257781
11112	1021864	0.029728461
11112	1611852	0.037330363
11112	894069	0.010849863
11112	1604492	0.028369876
11755	844429	0.006562269
11755	1950782	0.006562269
11755	1834822	0.006866782
11755	814435	0.009979611
11755	525629	0.012500524
11755	2168225	0.009701701
11755	1714977	0.007674476
11755	553826	0.03567298
11755	2221469	0.022780279
11755	80326	0.015578421
11755	2070985	0.024776487
11755	1411287	0.022780279
11755	536144	0.02598183
11755	1580435	0.012178633
11755	1179355	0.008401917
11755	901962	0.0077097365
11755	1914780	0.028544657
11755	1258957	0.03707932
11755	1148716	0.018134369
11755	184158	0.01896507
12868	1267502	1.3687933E-4
12868	1193751	0.0039534215
12868	375899	0.005859351
12868	2290237	0.010113076
12868	817936	0.010169269
12868	534759	0.010282312
